Year or Period	Unigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1960, 1962]	аресибо	Q44547	Обсерватория Аресибо	P793	ключевое событие	строительство	0	0	1960-01-01	1963-11-01	0
[1993, 1999]	ягудин	Q3597299	(12908) Ягудина	P575	дата открытия	0	0	1998-09-22	0	0	0
1924	абастуман	Q305677	Абастумани	P131	административно-территориальная единица	Ахалцихский уезд	0	0	1840-04-10	1923-01-01	0
[2000, 2001]	абастуман	Q305677	Абастумани	P131	административно-территориальная единица	Адигенский муниципалитет	0	0	2000-01-01	0	0
2006	авдеевка	Q21667718	Авдеевка	P131	административно-территориальная единица	Жиздринский район	0	0	1929-10-01	2004-12-27	0
2006	авдеевка	Q21667718	Авдеевка	P131	административно-территориальная единица	Сельское поселение «Село Овсорок»	0	0	2004-12-28	0	0
1924	яшнов	Q4539948	Яшнов, Пётр Иванович	P569	дата рождения	0	0	1874-06-12	0	0	0
1982	альфорс	Q211642	Ларс Альфорс	P166	полученные награды	премия Вольфа по математике	0	0	0	0	1981-01-01
[1997, 1998]	айзенк	Q58632	Ганс Юрген Айзенк	P570	дата смерти	0	0	1997-09-04	0	0	0
[1992, 1996]	адолат	Q12817329	Социал-демократическая партия Адолат	P571	дата основания/создания/возникновения	0	0	1995-02-18	0	0	0
[1990, 1994]	антарес	Q34837683	Антарес	P571	дата основания/создания/возникновения	0	0	1992-01-01	0	0	0
[1934, 1936]	аринин	Q4069246	Аринин, Владимир Иванович	P569	дата рождения	0	0	1935-03-09	0	0	0
1957	автово	Q2016654	Автово	P571	дата основания/создания/возникновения	0	0	1955-11-15	0	0	0
1957	автово	Q2016654	Автово	P1619	дата официального открытия	0	0	1955-11-15	0	0	0
[1938, 1941]	аринка	Q4069249	Аринка	P577	дата публикации	0	0	1939-01-01	0	0	0
[1984, 1990]	аомынь	Q14773	Макао	P463	участник организации или клуба	União das Cidades Capitais Luso-Afro-Américo-Asiáticas	0	0	1985-01-01	0	0
1997	аомынь	Q14773	Макао	P463	участник организации или клуба	ЮНЕСКО	0	0	1995-10-25	0	0
1997	аомынь	Q14773	Макао	P463	участник организации или клуба	Всемирная торговая организация	0	0	1995-01-01	0	0
2006	айка	Q201584	АЕК	P488	руководитель	Николаидис, Фемистоклис	0	0	2004-01-01	2008-11-02	0
[1967, 1969]	айка	Q4651316	АЕК	P115	домашний стадион	Kouklia Community Stadium	0	0	1968-01-01	2013-01-01	0
2006	айка	Q4651316	АЕК	P2522	победа	STOK Integration Championship	0	0	0	0	2006-01-01
2006	айка	Q4651316	АЕК	P463	участник организации или клуба	Кипрская федерация футбола	0	0	2006-01-01	2014-01-01	0
[1967, 1969]	айка	Q4651316	АЕК	P571	дата основания/создания/возникновения	0	0	1968-10-20	0	0	0
[1986, 1994]	абдулова	Q4054608	Елизавета Моисеевна Абдулова-Метельская	P570	дата смерти	0	0	1991-12-15	0	0	0
[2004, 2005]	ярославка	Q21854743	Ярославка	P131	административно-территориальная единица	Чакинский сельсовет	0	0	2004-09-17	0	0
1961	ягать	Q37401	Ягала	P1435	статус наследия	individual protected natural object	0	0	1959-03-13	0	0
[1992, 1993]	альмерия	Q440873	(5879) Альмерия	P575	дата открытия	0	0	1992-02-08	0	0	0
[1953, 1964]	арбенс	Q216943	Хакобо Арбенс Гусман	P39	занимаемая должность	президент Гватемалы	0	0	1951-03-15	1954-06-27	0
[1970, 1974]	аронзон	Q4069829	Аронзон, Леонид Львович	P570	дата смерти	0	0	1970-10-13	0	0	0
[1954, 1961]	аронзон	Q4069829	Аронзон, Леонид Львович	P2031	начало периода активности	0	0	1955-01-01	0	0	0
1957	антинейтрон	Q156530	антинейтрон	P575	дата открытия	0	0	1956-01-01	0	0	0
1946	алаида	Q757314	остров Атласова	P17	государство	Япония	0	0	1875-01-01	1945-01-01	0
1946	алаида	Q757314	остров Атласова	P131	административно-территориальная единица	Северо-Курильский городской округ	0	0	1946-01-01	0	0
[1964, 1984]	асимов	Q154955	(5020) Азимов	P575	дата открытия	0	0	1981-03-02	0	0	0
[1981, 1983]	андроид	Q929205	Андроид	P577	дата публикации	0	0	1982-01-01	0	0	0
2001	янгиюль	Q384774	Янгиюль	P1249	первое письменное упоминание	0	0	1901-01-01	0	0	0
[1989, 1991]	альтенбург	Q1787183	Альтенбург	P131	административно-территориальная единица	Лейпциг	0	0	1952-07-25	1990-10-03	0
[1989, 1991]	альтенбург	Q1787183	Альтенбург	P131	административно-территориальная единица	Тюрингия	0	0	1990-10-03	1994-07-01	0
[1989, 1991]	альтенбург	Q15976	Альтенбург	P1376	является столицей	Альтенбург	0	0	1952-01-01	1990-01-01	0
1926	альтенбург	Q1803057	Альтенбург	P131	административно-территориальная единица	Восточный район	0	0	1876-01-01	1900-04-01	0
1926	альтенбург	Q1803057	Альтенбург	P571	дата основания/создания/возникновения	0	0	1876-01-01	0	0	0
[1943, 1945]	ажар	Q157322	Ромен Гари	P166	полученные награды	кавалер ордена Освобождения	0	0	0	0	1944-11-20
[1996, 2007]	анучино	Q18765597	Анучино	P131	административно-территориальная единица	Сытинский сельсовет	0	0	2004-11-02	0	0
[1996, 2007]	анучино	Q18765597	Анучино	P131	административно-территориальная единица	Лунинский район	0	0	1928-07-16	2004-11-01	0
[1928, 1938]	анджиевский	Q4065320	Анджиевский	P571	дата основания/создания/возникновения	0	0	1929-01-01	0	0	0
2003	амели	Q484048	Амели	P166	полученные награды	Премия «Аманда» за лучший иностранный фильм	0	0	0	0	2002-01-01
2003	амели	Q484048	Амели	P166	полученные награды	Sølvklumpen за лучший иностранный фильм	0	0	0	0	2002-01-01
2003	амели	Q484048	Амели	P577	дата публикации	0	0	2001-08-16	0	0	0
2003	амели	Q484048	Амели	P1411	номинирован на	премия «Сезар» за лучшую женскую роль	0	0	0	0	2002-01-01
2003	амели	Q484048	Амели	P577	дата публикации	0	0	2001-01-01	0	0	0
[1978, 1979]	атырау	Q733451	Атырау	P571	дата основания/создания/возникновения	0	0	1978-01-01	0	0	0
[2007, 2009]	алтаит	Q416672	Алтаит	P579	IMA-статус	вспомогательный статус: опубликован до 1959 года	0	0	1845-01-01	2007-01-01	0
[2007, 2009]	алтаит	Q416672	Алтаит	P579	IMA-статус	унаследованный минерал	0	0	2007-01-01	0	0
[2004, 2006]	якимовский	Q19929484	Якимовская	P131	административно-территориальная единица	Алфёровское сельское поселение	0	0	2005-01-01	0	0
[2004, 2006]	якимовский	Q19648729	Якимовское	P131	административно-территориальная единица	Сельское поселение Домнинское	0	0	2005-02-28	2015-10-11	0
[1923, 1926]	альтамир	Q133575	Альтамира	P1435	статус наследия	объект культурного наследия Испании	0	0	1924-04-25	0	0
[1982, 1984]	аджанта	Q184427	Аджанта	P1435	статус наследия	всемирное наследие	0	0	1983-01-01	0	0
1942	атту	Q758260	Атту	P571	дата основания/создания/возникновения	0	0	1942-01-01	0	0	0
[1983, 1988]	альфонсин	Q193062	Рауль Альфонсин	P166	полученные награды	цепь ордена Изабеллы Католички	0	0	0	0	1984-01-01
[1983, 1988]	альфонсин	Q193062	Рауль Альфонсин	P39	занимаемая должность	президент Аргентины	0	0	1983-12-10	1989-07-08	0
2004	альфонсин	Q193062	Рауль Альфонсин	P39	занимаемая должность	член Сената Аргентины	0	0	2001-12-10	2002-07-03	0
1987	альфонсин	Q193062	Рауль Альфонсин	P166	полученные награды	премия принцессы Астурийской за международное сотрудничество	0	0	0	0	1985-01-01
1987	альфонсин	Q193062	Рауль Альфонсин	P166	полученные награды	золотая медаль автономного сообщества Мадрид	0	0	0	0	1986-01-01
2004	альфонсин	Q193062	Рауль Альфонсин	P39	занимаемая должность	член Сената Аргентины	0	0	2001-12-12	2002-07-03	0
[1956, 1965]	авенида	Q430125	Авенида	P571	дата основания/создания/возникновения	0	0	1959-12-29	0	0	0
[1956, 1965]	авенида	Q430125	Авенида	P1619	дата официального открытия	0	0	1959-01-01	0	0	0
[1996, 2000]	анталья	Q827480	Анталья	P1619	дата официального открытия	0	0	1998-01-01	0	0	0
[1927, 1931]	артман	Q257901	Вия Фрицевна Артмане	P569	дата рождения	0	0	1929-08-21	0	0	0
[2008, 2009]	артман	Q257901	Вия Фрицевна Артмане	P570	дата смерти	0	0	2008-10-11	0	0	0
[1950, 1953]	аронин	Q2445185	Лев Соломонович Аронин	P2962	шахматный титул	международный мастер	0	0	1950-01-01	0	0
1970	аронин	Q2445185	Лев Соломонович Аронин	P569	дата рождения	0	0	1920-07-20	0	0	0
[1981, 1987]	аруба	Q21203	Аруба	P131	административно-территориальная единица	Нидерландские Антильские острова	0	0	1954-12-15	1986-01-01	0
[1981, 1987]	аруба	Q21203	Аруба	P571	дата основания/создания/возникновения	0	0	1986-01-01	0	0	0
[1981, 1987]	аруба	Q21203	Аруба	P31	это частный случай понятия	государственное образование в составе Королевства Нидерландов	0	0	1986-01-01	0	0
1936	аэроград	Q2369228	Аэроград	P577	дата публикации	0	0	1935-01-01	0	0	0
[1965, 1973]	апгар	Q463891	Вирджиния Апгар	P166	полученные награды	почётный доктор	0	0	0	0	1965-01-01
[1925, 1926]	апгар	Q463891	Вирджиния Апгар	P69	учебное заведение	Колледж Маунт-Холиок	0	0	1925-01-01	1929-01-01	0
[1965, 1973]	апгар	Q463891	Вирджиния Апгар	P166	полученные награды	Elizabeth Blackwell Medal	0	0	0	0	1966-01-01
2008	ашдод	Q171639	Ашдод	P6	глава правительства	Ласри, Йехиэль	0	0	2008-01-01	0	0
[1958, 1970]	ашдод	Q171639	Ашдод	P6	глава правительства	Avner Garin	0	0	1963-01-01	1969-01-01	0
[1998, 2000]	ашдод	Q1138191	Ашдод	P571	дата основания/создания/возникновения	0	0	1999-01-01	0	0	0
[1958, 1970]	ашдод	Q171639	Ашдод	P6	глава правительства	Zvi Zilker	0	0	1969-01-01	1983-01-01	0
[1985, 1990]	ашдод	Q171639	Ашдод	P6	глава правительства	Aryeh Azulai	0	0	1983-01-01	1989-01-01	0
[1958, 1970]	ашдод	Q171639	Ашдод	P6	глава правительства	Robert Haim	0	0	1961-01-01	1963-01-01	0
2008	ашдод	Q171639	Ашдод	P6	глава правительства	Zvi Zilker	0	0	1989-01-01	2008-01-01	0
2006	ашдод	Q171639	Ашдод	P571	дата основания/создания/возникновения	0	0	1956-01-01	0	0	0
[1958, 1970]	ашдод	Q171639	Ашдод	P6	глава правительства	Dov Gur	0	0	1959-01-01	1961-01-01	0
[1929, 1933]	альвин	Q136700	(1169) Альвин	P575	дата открытия	0	0	1930-08-30	0	0	0
[1979, 1984]	алсу	Q270951	Алсу	P569	дата рождения	0	0	1983-06-27	0	0	0
2001	алсу	Q270951	Алсу	P2031	начало периода активности	0	0	1999-01-01	0	0	0
[1957, 1962]	алексашенко	Q4061584	Алексашенко, Сергей Владимирович	P569	дата рождения	0	0	1959-12-23	0	0	0
[1953, 1961]	ахмадабад	Q1070	Ахмадабад	P131	административно-территориальная единица	Бомбей	0	0	1947-08-15	1960-04-30	0
[1953, 1961]	ахмадабад	Q1070	Ахмадабад	P131	административно-территориальная единица	Гуджарат	0	0	1960-05-01	0	0
2009	аватар	Q24871	Аватар	P1411	номинирован на	премия «Оскар» за лучший фильм	0	0	0	0	2009-01-01
2009	аватар	Q24871	Аватар	P166	полученные награды	Премия «Золотой глобус» за лучший фильм — драма	0	0	0	0	2009-01-01
2009	аватар	Q24871	Аватар	P577	дата публикации	0	0	2009-12-18	0	0	0
2009	аватар	Q2298011	Аватар	P577	дата публикации	0	0	2009-01-01	0	0	0
2009	аватар	Q24871	Аватар	P577	дата публикации	0	0	2009-12-17	0	0	0
2009	аватар	Q24871	Аватар	P3156	австралийская классификация	M	0	0	2009-12-14	0	0
[1990, 1995]	альтюссер	Q184169	Луи Альтюссер	P570	дата смерти	0	0	1990-10-22	0	0	0
1934	автоприбор	Q4056415	Автоприбор	P571	дата основания/создания/возникновения	0	0	1932-01-01	0	0	0
2008	алькин	Q4414119	Алькино	P131	административно-территориальная единица	Сельское поселение Алькино	0	0	2006-01-01	0	0
1976	акэл	Q212158	Прогрессивная партия трудового народа Кипра	P571	дата основания/создания/возникновения	0	0	1926-01-01	0	0	0
[1973, 1983]	асэ	Q2657718	Армянская советская энциклопедия	P577	дата публикации	0	0	1974-01-01	0	0	0
[1972, 1978]	якудза	Q2044064	Якудза	P577	дата публикации	0	0	1975-01-01	0	0	0
[1989, 1998]	анархистка	Q1229160	Анархистки	P577	дата публикации	0	0	1996-01-01	0	0	0
[1997, 1998]	адак	Q651188	Адак	P571	дата основания/создания/возникновения	0	0	1997-01-01	0	0	0
1982	александерплац	Q698497	Вокзал Александерплац	P1619	дата официального открытия	0	0	1882-05-15	0	0	0
1982	александерплац	Q698497	Вокзал Александерплац	P1619	дата официального открытия	0	0	1882-02-07	0	0	0
1982	александерплац	Q698497	Вокзал Александерплац	P571	дата основания/создания/возникновения	0	0	1882-01-01	0	0	0
[1930, 1932]	александерплац	Q18396411	Александерплац	P1619	дата официального открытия	0	0	1930-04-18	0	0	0
1956	адем	Q2868059	АДЕМА	P571	дата основания/создания/возникновения	0	0	1955-01-01	0	0	0
1925	ямщина	Q13635876	Ямщина	P131	административно-территориальная единица	Рузаевский уезд	0	0	1925-01-01	1928-07-15	0
1982	агальцов	Q4056583	Агальцов, Филипп Александрович	P570	дата смерти	0	0	1980-06-29	0	0	0
[1977, 1979]	анджеевский	Q4065314	Анджеевская, Ядвига	P570	дата смерти	0	0	1977-10-04	0	0	0
[1966, 1968]	агнон	Q133042	Шмуэль Йосеф Агнон	P1411	номинирован на	Нобелевская премия по литературе	0	0	0	0	1966-01-01
1998	агнон	Q133042	Шмуэль Йосеф Агнон	P1411	номинирован на	Нобелевская премия по литературе	0	0	0	0	1948-01-01
[1966, 1968]	агнон	Q133042	Шмуэль Йосеф Агнон	P166	полученные награды	Нобелевская премия по литературе	0	0	0	0	1966-01-01
[2005, 2008]	яныш	Q4538393	Яныши	P131	административно-территориальная единица	Чувашско-Сорминское сельское поселение	0	0	2005-01-01	0	0
[1924, 1928]	асман	Q4071364	Асманов, Александр Владимирович	P569	дата рождения	0	0	1924-01-07	0	0	0
[2000, 2006]	арбеков	Q4068655	Арбеков, Владимир Григорьевич	P570	дата смерти	0	0	2000-03-17	0	0	0
[1927, 1932]	арбеков	Q4068655	Арбеков, Владимир Григорьевич	P569	дата рождения	0	0	1927-10-21	0	0	0
[1955, 1956]	аджам	Q4057508	Аджамов, Владимир Касумович	P569	дата рождения	0	0	1955-04-24	0	0	0
1998	ашкелон	Q60956	Ашкелон	P17	государство	Израиль	0	0	1948-01-01	0	0
[2005, 2009]	альтенберг	Q181809	Альтенберге	P463	участник организации или клуба	Climate Alliance	0	0	2008-01-01	0	0
[2005, 2009]	альтенберг	Q8257	Альтенберг	P131	административно-территориальная единица	Саксонская Швейцария — Восточные Рудные Горы	0	0	2008-08-01	0	0
[2005, 2009]	альтенберг	Q436724	Альтенберг	P131	административно-территориальная единица	Саксонская Швейцария — Восточные Рудные Горы	0	0	2008-01-08	0	0
[1990, 1995]	альтенберг	Q436724	Альтенберг	P131	административно-территориальная единица	Вайсериц	0	0	1994-08-01	1999-12-31	0
1924	ахтанизовский	Q1973422	Ахтанизовская	P131	административно-территориальная единица	Ахтанизовская волость	0	0	1923-01-26	1924-06-02	0
1924	ахтанизовский	Q1973422	Ахтанизовская	P131	административно-территориальная единица	Ахтанизовское сельское поселение	0	0	1924-06-02	0	0
1924	ахтанизовский	Q1973422	Ахтанизовская	P131	административно-территориальная единица	Славянский отдел	0	0	1922-05-18	1923-01-26	0
1924	ахтанизовский	Q1973422	Ахтанизовская	P131	административно-территориальная единица	Темрюкский отдел	0	0	1920-11-18	1922-05-18	0
[1987, 1990]	апин	Q4067997	Апина, Елена Евгеньевна	P2031	начало периода активности	0	0	1988-01-01	0	0	0
[1973, 1974]	анисфельд	Q1961456	Борис Израилевич Анисфельд	P570	дата смерти	0	0	1973-12-04	0	0	0
[1935, 1939]	ахла	Q464995	Американская хоккейная лига	P571	дата основания/создания/возникновения	0	0	1936-01-01	0	0	0
[2004, 2005]	алексино	Q4062050	Алексино	P131	административно-территориальная единица	Караваевское сельское поселение	0	0	2004-12-02	0	0
[2004, 2005]	алексино	Q4062044	Алексино	P131	административно-территориальная единица	Шаталовское сельское поселение	0	0	2004-12-02	0	0
[2004, 2005]	алексино	Q4062044	Алексино	P131	административно-территориальная единица	Починковский район	0	0	1929-10-01	2004-12-01	0
[2004, 2006]	аксаково	Q19847737	Аксаково	P131	административно-территориальная единица	Денисовское сельское поселение	0	0	2005-05-13	0	0
[1998, 2009]	яндекс	Q5281	Яндекс	P571	дата основания/создания/возникновения	0	0	2000-01-01	0	0	0
1925	анновка	Q4066718	Анновка	P131	административно-территориальная единица	Верхнеднепровский район	0	0	1923-03-07	0	0
1925	анновка	Q4066725	Анновка	P131	административно-территориальная единица	Песоченская волость	0	0	1923-03-28	1929-01-01	0
[2003, 2004]	анновка	Q28504357	Анновка	P131	административно-территориальная единица	Гришковский сельсовет	0	0	2003-12-01	0	0
1925	анновка	Q4066742	Анновка	P131	административно-территориальная единица	Петровский район	0	0	1923-03-07	0	0
[1960, 1961]	асиф	Q743737	Международная ассоциация мультипликационного кино	P571	дата основания/создания/возникновения	0	0	1960-01-01	0	0	0
[1969, 1971]	аствацатуров	Q4071634	Аствацатуров, Андрей Алексеевич	P569	дата рождения	0	0	1969-07-07	0	0	0
[1958, 1967]	ачеба	Q155845	Чинуа Ачебе	P2031	начало периода активности	0	0	1958-01-01	0	0	0
[2000, 2006]	ачеба	Q155845	Чинуа Ачебе	P1411	номинирован на	Нейштадтская литературная премия	0	0	0	0	2004-01-01
[2000, 2006]	ачеба	Q155845	Чинуа Ачебе	P166	полученные награды	Премия мира немецких книготорговцев	0	0	0	0	2002-01-01
2009	амик	Q470796	Амика (футбольный клуб)	P576	дата прекращения существования	0	0	2007-01-01	0	0	0
[2006, 2007]	яйв	Q1953951	Яйва	P131	административно-территориальная единица	Яйвинское городское поселение	0	0	2006-01-01	0	0
1948	анжер	Q38380	Анже	P6	глава правительства	Augustin Giraud	0	0	1843-01-01	1848-01-01	0
1948	анжер	Q38380	Анже	P17	государство	Королевство Франция	0	0	1814-04-06	1848-02-24	0
1948	анжер	Q38380	Анже	P6	глава правительства	Auguste Allonneau	0	0	1945-01-01	1947-01-01	0
1948	анжер	Q38380	Анже	P6	глава правительства	Victor Chatenay	0	0	1947-01-01	1959-01-01	0
[1923, 1929]	анжер	Q38380	Анже	P6	глава правительства	Victor Bernier	0	0	1919-01-01	1925-01-01	0
[1923, 1929]	анжер	Q38380	Анже	P6	глава правительства	René Levavasseur	0	0	1925-01-01	1929-01-01	0
[1999, 2003]	анжер	Q38380	Анже	P131	административно-территориальная единица	Communauté urbaine Angers Loire Métropole	0	0	2000-12-31	0	0
[1999, 2003]	анжер	Q38380	Анже	P17	государство	Франция	0	0	2000-01-01	0	0
[2003, 2005]	агостиньо	Q386207	Агостиньо	P54	член спортивной команды	Полидепортиво	0	0	2003-01-01	2004-01-01	0
1976	агостиньо	Q386207	Агостиньо	P569	дата рождения	0	0	1975-09-15	0	0	0
[2003, 2005]	агостиньо	Q386207	Агостиньо	P54	член спортивной команды	Морейренсе	0	0	2002-01-01	2003-01-01	0
[1995, 1997]	агостиньо	Q386207	Агостиньо	P54	член спортивной команды	Реал Мадрид	0	0	1995-01-01	1995-01-01	0
[1995, 1997]	агостиньо	Q386207	Агостиньо	P54	член спортивной команды	Витория	0	0	1993-01-01	1995-01-01	0
[1995, 1997]	агостиньо	Q386207	Агостиньо	P54	член спортивной команды	Севилья	0	0	1996-01-01	1996-01-01	0
[1995, 1997]	агостиньо	Q386207	Агостиньо	P54	член спортивной команды	Portugal national under-20 football team	0	0	1994-01-01	1995-01-01	0
[1995, 1997]	агостиньо	Q386207	Агостиньо	P54	член спортивной команды	Реал Мадрид Кастилья	0	0	1995-01-01	1995-01-01	0
[1995, 1997]	агостиньо	Q386207	Агостиньо	P54	член спортивной команды	молодёжная сборная Португалии по футболу	0	0	1995-01-01	1996-01-01	0
[2003, 2005]	агостиньо	Q386207	Агостиньо	P54	член спортивной команды	F.C. Felgueiras	0	0	2004-01-01	2005-01-01	0
[1995, 1997]	агостиньо	Q386207	Агостиньо	P54	член спортивной команды	Саламанка	0	0	1996-01-01	1997-01-01	0
[2004, 2008]	анжерка	Q103620	Анжеро-Судженск	P1376	является столицей	Анжеро-Судженский городской округ	0	0	2004-12-17	0	0
[2004, 2008]	анжерка	Q103620	Анжеро-Судженск	P131	административно-территориальная единица	Анжеро-Судженский городской округ	0	0	2004-12-17	0	0
[1967, 1972]	агенор	Q145086	(1873) Агенор	P575	дата открытия	0	0	1971-03-25	0	0	0
[1988, 1989]	артигас	Q17192185	Артигас	P1619	дата официального открытия	0	0	1988-11-06	0	0	0
[1961, 1964]	арара	Q37378	Арара	P571	дата основания/создания/возникновения	0	0	1961-12-19	0	0	0
[2006, 2007]	антроповский	Q18765583	Антроповская	P131	административно-территориальная единица	Муниципальное образование «Шеговарское»	0	0	2006-01-01	0	0
[1927, 1931]	артемовка	Q844137	Артёмовка	P571	дата основания/создания/возникновения	0	0	1929-01-01	0	0	0
1953	артемовка	Q4070429	Артёмовка	P571	дата основания/создания/возникновения	0	0	1953-01-01	0	0	0
[1936, 1940]	артемовка	Q2578482	Скороходово	P571	дата основания/создания/возникновения	0	0	1938-01-01	0	0	0
[1975, 1981]	арлекино	Q30887633	Арлекино	P571	дата основания/создания/возникновения	0	0	1975-01-01	0	0	0
[1975, 1981]	арлекино	Q30887633	Арлекино	P577	дата публикации	0	0	1975-01-01	0	0	0
1995	ачалов	Q2620900	Владислав Алексеевич Ачалов	P569	дата рождения	0	0	1945-11-13	0	0	0
1995	ачалов	Q2620900	Владислав Алексеевич Ачалов	P569	дата рождения	0	0	1945-11-19	0	0	0
1933	асание	Q203708	Мануэль Асанья	P39	занимаемая должность	военный министр Испании	0	0	1931-04-14	1933-09-12	0
1936	асание	Q203708	Мануэль Асанья	P39	занимаемая должность	президент Испании	0	0	1936-05-10	1939-03-03	0
1933	асание	Q203708	Мануэль Асанья	P39	занимаемая должность	председатель Совета министров Испании	0	0	1931-10-14	1933-09-06	0
1933	асание	Q203708	Мануэль Асанья	P39	занимаемая должность	депутат кортесов Второй Испанской Республики	0	0	1931-01-01	1939-01-01	0
1936	асание	Q203708	Мануэль Асанья	P39	занимаемая должность	председатель Совета министров Испании	0	0	1936-02-19	1936-05-10	0
1998	азнавур	Q2031437	Азнавур	P576	дата прекращения существования	0	0	1997-01-01	0	0	0
[1925, 1927]	авереск	Q58285	Александру Авереску	P39	занимаемая должность	премьер-министр Румынии	0	0	1926-03-30	1927-06-04	0
[2000, 2004]	яготинский	Q24684155	Яготинская	P131	административно-территориальная единица	Яготинский сельсовет	0	0	2003-12-01	0	0
[1987, 1988]	анша	Q2373398	Анши	P571	дата основания/создания/возникновения	0	0	1987-01-01	0	0	0
[1928, 1931]	алти	Q4070609	Архангельский государственный технический университет	P571	дата основания/создания/возникновения	0	0	1929-01-01	0	0	0
[1946, 1950]	алти	Q4070609	Архангельский государственный технический университет	P166	полученные награды	орден Трудового Красного Знамени	0	0	0	0	1949-01-01
[1978, 1995]	аталант	Q1886	Аталанта	P286	тренер	Сонетти, Недо	0	0	1983-07-01	1987-06-30	0
[1978, 1995]	аталант	Q1886	Аталанта	P286	тренер	Emiliano Mondonico	0	0	1987-07-01	1990-06-30	0
[1978, 1995]	аталант	Q1886	Аталанта	P286	тренер	Emiliano Mondonico	0	0	1994-07-01	1998-06-30	0
[1978, 1995]	аталант	Q1886	Аталанта	P286	тренер	Липпи, Марчелло	0	0	1992-07-01	1993-06-30	0
[1978, 1995]	аталант	Q1886	Аталанта	P286	тренер	Оттавио Бьянки	0	0	1981-07-01	1983-06-30	0
[2004, 2009]	абао	Q190229	Агинский Бурятский автономный округ	P576	дата прекращения существования	0	0	2008-02-29	0	0	0
1977	абалакин	Q918948	(2722) Абалакин	P575	дата открытия	0	0	1976-04-01	0	0	0
1923	акимовка	Q2753483	Акимовка	P131	административно-территориальная единица	Плисковский район	0	0	1923-03-07	1925-06-16	0
[1954, 1958]	акимовка	Q1009558	Акимовка	P31	это частный случай понятия	посёлок городского типа Украины	0	0	1957-01-01	0	0
[1979, 1981]	ангелус	Q4065125	Ангелус, Оскар	P570	дата смерти	0	0	1979-11-03	0	0	0
1967	атавин	Q2026534	Вячеслав Владимирович Атавин	P569	дата рождения	0	0	1967-02-04	0	0	0
[1941, 1942]	авксентьевский	Q4055940	Авксентьевский, Константин Алексеевич	P570	дата смерти	0	0	1941-11-02	0	0	0
[1943, 1947]	ягм	Q4538824	Ярославская государственная медицинская академия	P571	дата основания/создания/возникновения	0	0	1944-01-01	0	0	0
2005	алешкино	Q13203186	Алешкино	P131	административно-территориальная единица	Хочашевское сельское поселение	0	0	2005-01-01	0	0
[1946, 1948]	абраменков	Q4054877	Абраменков, Дмитрий Николаевич	P569	дата рождения	0	0	1947-04-24	0	0	0
[1993, 2000]	агуреев	Q4057178	Полина Владимировна Агуреева	P69	учебное заведение	Российский университет театрального искусства — ГИТИС	0	0	1993-01-01	0	0
1940	адмиралтеец	Q3754970	Адмиралтеец (футбольный клуб)	P571	дата основания/создания/возникновения	0	0	1939-01-01	0	0	0
[1970, 1971]	айманов	Q4058893	Айманов, Шакен Кенжетаевич	P570	дата смерти	0	0	1970-12-23	0	0	0
1970	азинефтехим	Q724207	Азербайджанская государственная нефтяная академия	P571	дата основания/создания/возникновения	0	0	1920-01-01	0	0	0
[1927, 1930]	андреево	Q1207891	Андреево	P131	административно-территориальная единица	Смоленский уезд	0	0	1927-01-01	1929-09-30	0
[1927, 1930]	андреево	Q18765369	Андреево	P1376	является столицей	Киришский район	0	0	1927-08-01	1931-09-29	0
[1927, 1930]	андреево	Q1207891	Андреево	P131	административно-территориальная единица	Демидовский район	0	0	1929-10-01	2004-12-01	0
1938	авзоний	Q4822785	авзоний	P31	это частный случай понятия	неверно идентифицированный химический элемент	0	0	1934-01-01	1938-01-01	0
[2002, 2003]	ананко	Q2394367	Дмитрий Васильевич Ананко	P54	член спортивной команды	Аяччо	0	0	2002-01-01	2003-01-01	0
[1986, 1993]	ананко	Q2394367	Дмитрий Васильевич Ананко	P54	член спортивной команды	Спартак	0	0	1991-01-01	1994-01-01	0
[1986, 1993]	ананко	Q2394367	Дмитрий Васильевич Ананко	P54	член спортивной команды	Спартак	0	0	1991-01-01	1995-01-01	0
[2002, 2003]	ананко	Q2394367	Дмитрий Васильевич Ананко	P54	член спортивной команды	Спартак	0	0	1996-01-01	2002-01-01	0
[1951, 1952]	амбедкар	Q231690	Бхимрао Рамджи Амбедкар	P39	занимаемая должность	Minister of Law and Justice	0	0	1947-08-15	1951-09-01	0
[1947, 1949]	амбедкар	Q231690	Бхимрао Рамджи Амбедкар	P39	занимаемая должность	member of the Advisory Committee of the Constituent Assembly of India	0	0	1947-01-24	0	0
1994	яск	Q4892	Лесогорский	P131	административно-территориальная единица	Яскисский уезд	0	0	1941-06-25	1944-09-18	0
1994	яск	Q4892	Лесогорский	P17	государство	СССР	0	0	1944-09-19	1991-12-25	0
1994	яск	Q4892	Лесогорский	P17	государство	Финляндия	0	0	1941-06-25	1944-09-18	0
2007	яск	Q4892	Лесогорский	P131	административно-территориальная единица	Лесогорское городское поселение	0	0	2006-01-01	2009-12-31	0
1994	яск	Q4892	Лесогорский	P131	административно-территориальная единица	Лесогорский район	0	0	1944-09-19	1960-12-08	0
2007	яск	Q4892	Лесогорский	P131	административно-территориальная единица	Выборгский район	0	0	1960-12-09	2005-12-31	0
