Year or Period	Unigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1984, 1994]	головокружение	Q202548	Головокружение	P166	полученные награды	Национальный реестр фильмов США	0	0	0	0	1989-01-01
[1993, 2001]	головоломка	Q48950991	Головоломка	P577	дата публикации	0	0	1997-01-01	0	0	0
1924	головчин	Q1428701	Головчин	P131	административно-территориальная единица	Головчинский сельсовет	0	0	1924-01-01	0	0
[1985, 1990]	головчина	Q2075571	Головчино	P131	административно-территориальная единица	Грайворонский район	0	0	1989-01-01	2004-12-19	0
[1985, 1990]	головчина	Q2075571	Головчино	P131	административно-территориальная единица	Борисовский район	0	0	1964-01-01	1988-12-31	0
[1980, 1995]	голод	Q814334	Голод	P577	дата публикации	0	0	1983-04-29	0	0	0
[2008, 2009]	голод	Q1637811	Голод	P577	дата публикации	0	0	2008-01-01	0	0	0
[1980, 1995]	голод	Q814334	Голод	P577	дата публикации	0	0	1983-06-17	0	0	0
[1937, 1938]	голодед	Q2663685	Голодед, Николай Матвеевич	P570	дата смерти	0	0	1937-06-21	0	0	0
[1979, 1980]	голодняк	Q4142093	Голодняк, Пётр Михайлович	P570	дата смерти	0	0	1979-04-30	0	0	0
1952	голомбек	Q540443	Голомбек, Гарри	P2962	шахматный титул	международный мастер	0	0	1950-01-01	0	0
[1985, 1987]	голомбек	Q540443	Голомбек, Гарри	P2962	шахматный титул	Honorary Grandmaster	0	0	1985-01-01	0	0
[2004, 2007]	голоперово	Q4142124	Голопёрово	P131	административно-территориальная единица	Сельское поселение Ярополецкое	0	0	2006-01-01	0	0
[1980, 1991]	голос	Q5580927	Голос	P577	дата публикации	0	0	1982-12-18	0	0	0
[1980, 1991]	голос	Q4142135	Голос	P577	дата публикации	0	0	1986-01-01	0	0	0
[1980, 1991]	голос	Q16637691	Голоса	P577	дата публикации	0	0	1988-01-01	0	0	0
[1963, 1968]	голосовкер	Q4142195	Голосовкер, Яков Эммануилович	P570	дата смерти	0	0	1967-07-20	0	0	0
2009	голсон	Q732963	(2466) Голсон	P575	дата открытия	0	0	1959-09-07	0	0	0
[1933, 1935]	голсуорсить	Q82248	Джон Голсуорси	P570	дата смерти	0	0	1933-01-31	0	0	0
[1925, 1929]	голубинская	Q4142383	Голубинская	P131	административно-территориальная единица	Второй Донской округ	0	0	1802-01-01	1928-06-22	0
[1990, 1995]	голубинская	Q4142383	Голубинская	P17	государство	СССР	0	0	1922-12-30	1991-12-25	0
[1990, 1995]	голубинская	Q4142383	Голубинская	P17	государство	Россия	0	0	1991-12-26	0	0
1935	голубинская	Q4142383	Голубинская	P131	административно-территориальная единица	Иловлинский район	0	0	1928-06-23	1935-01-24	0
1935	голубинская	Q4142383	Голубинская	P131	административно-территориальная единица	Сиротинский район	0	0	1935-01-25	1951-03-16	0
1928	голубиный	Q16020331	Голубино	P131	административно-территориальная единица	Новооскольский район	0	0	1928-07-30	2004-12-19	0
[2002, 2006]	голубицкая	Q1974837	Голубицкая	P131	административно-территориальная единица	Голубицкое сельское поселение	0	0	2005-01-01	0	0
1929	голубицкая	Q1974837	Голубицкая	P571	дата основания/создания/возникновения	0	0	1879-01-01	0	0	0
[2006, 2009]	голубка	Q15270563	Голубка	P577	дата публикации	0	0	2008-01-01	0	0	0
[1939, 1946]	голубой	Q4142620	Голубых, Виталий Антонович	P569	дата рождения	0	0	1939-06-10	0	0	0
[2004, 2006]	голубцовка	Q18772655	Голубцовка	P131	административно-территориальная единица	Набережное сельское поселение	0	0	2004-12-01	0	0
[2004, 2006]	голубцовка	Q18772655	Голубцовка	P131	административно-территориальная единица	Ромодановский район	0	0	1928-07-16	2004-11-30	0
1923	голубь	Q19148687	Голуби	P571	дата основания/создания/возникновения	0	0	1922-01-01	0	0	0
[1951, 1960]	голубятников	Q4059969	Татьяна Владимировна Аксюта	P569	дата рождения	0	0	1957-03-12	0	0	0
[1937, 1938]	голушко	Q2630127	Голушко, Николай Михайлович	P569	дата рождения	0	0	1937-07-21	0	0	0
1927	гольдблат	Q4142728	Гольдблат, Моисей Исаакович	P2031	начало периода активности	0	0	1925-01-01	0	0	0
1960	гольдгаммер	Q4142729	Гольдгаммер, Дмитрий Александрович	P569	дата рождения	0	0	1860-10-30	0	0	0
1924	гольдгаммер	Q4142729	Гольдгаммер, Дмитрий Александрович	P570	дата смерти	0	0	1922-12-16	0	0	0
1947	гольден	Q4142743	Гольденов, Борис Петрович	P2962	шахматный титул	мастер спорта СССР по шахматам	0	0	1946-01-01	0	0
[1996, 1997]	гольден	Q4142743	Гольденов, Борис Петрович	P570	дата смерти	0	0	1996-01-01	0	0	0
[1970, 1974]	гольдернесс	Q4142745	Гольдернесс, Эдуард Робертович	P570	дата смерти	0	0	1970-01-01	0	0	0
[1923, 1929]	гольджа	Q150630	Гольджи, Камилло	P570	дата смерти	0	0	1926-01-21	0	0	0
1935	гольдшмидт	Q1151736	Гольдшмидт	P138	названо в честь	Гольдшмидт, Герман Майер Соломон	0	0	1935-01-01	0	0
[1992, 1993]	гомбриха	Q78504	Гомбрих, Эрнст	P166	полученные награды	почётный доктор	0	0	0	0	1992-01-01
[1983, 1986]	гомбриха	Q78504	Гомбрих, Эрнст	P166	полученные награды	премия Бальцана	0	0	0	0	1985-01-01
2001	гомбриха	Q78504	Гомбрих, Эрнст	P570	дата смерти	0	0	2001-11-03	0	0	0
1924	гомель	Q2678	Гомель	P17	государство	Российская Социалистическая Федеративная Советская Республика	0	0	1917-11-07	1922-12-29	0
1924	гомель	Q2678	Гомель	P17	государство	СССР	0	0	1922-12-30	1991-08-24	0
[1923, 1924]	гомельский	Q4142934	Гомельское	P131	административно-территориальная единица	Криворожский район	0	0	1923-03-07	0	0
1950	гоминьдан	Q31113	Гоминьдан	P17	государство	Китайская Республика	0	0	1949-01-01	0	0
1950	гоминьдан	Q31113	Гоминьдан	P17	государство	Китайская Республика	0	0	1912-01-01	1949-01-01	0
[1980, 1982]	гомонов	Q4143014	Гомонов, Сергей Анатольевич	P54	член спортивной команды	Динамо-Брест	0	0	1979-01-01	1981-01-01	0
[1991, 1996]	гомонов	Q4143014	Гомонов, Сергей Анатольевич	P54	член спортивной команды	Забудова	0	0	1992-01-01	1992-01-01	0
[1991, 1996]	гомонов	Q4143014	Гомонов, Сергей Анатольевич	P54	член спортивной команды	Темп	0	0	1992-01-01	1994-01-01	0
[1991, 1996]	гомонов	Q4143014	Гомонов, Сергей Анатольевич	P54	член спортивной команды	Славия-Мозырь	0	0	1995-01-01	1996-01-01	0
2006	гоморра	Q50857	Гоморра	P577	дата публикации	0	0	2006-01-01	0	0	0
[2006, 2009]	гоморра	Q1165770	Гоморра	P577	дата публикации	0	0	2008-05-16	0	0	0
[2006, 2009]	гоморра	Q1165770	Гоморра	P166	полученные награды	премия Европейской киноакадемии за лучший фильм	0	0	0	0	2008-01-01
[2006, 2009]	гоморра	Q1165770	Гоморра	P1411	номинирован на	Премия Европейской киноакадемии лучшему сценаристу	0	0	0	0	2008-01-01
[2006, 2009]	гоморра	Q1165770	Гоморра	P1411	номинирован на	премия Европейской киноакадемии лучшему режиссёру	0	0	0	0	2008-01-01
[2006, 2009]	гоморра	Q1165770	Гоморра	P1411	номинирован на	премия Европейской киноакадемии лучшему оператору	0	0	0	0	2008-01-01
[2006, 2009]	гоморра	Q1165770	Гоморра	P1411	номинирован на	BIFA Award for Best Foreign Independent Film	0	0	0	0	2008-01-01
[2006, 2009]	гоморра	Q1165770	Гоморра	P1411	номинирован на	Премия Европейской киноакадемии лучшему актёру	0	0	0	0	2008-01-01
[2006, 2009]	гоморра	Q1165770	Гоморра	P166	полученные награды	премия Европейской киноакадемии лучшему оператору	0	0	0	0	2008-01-01
[2006, 2009]	гоморра	Q1165770	Гоморра	P577	дата публикации	0	0	2008-09-11	0	0	0
[2006, 2009]	гоморра	Q1165770	Гоморра	P1411	номинирован на	Broadcast Film Critics Association Award for Best Foreign Language Film	0	0	0	0	2008-01-01
[2006, 2009]	гоморра	Q1165770	Гоморра	P166	полученные награды	премия Европейской киноакадемии лучшему режиссёру	0	0	0	0	2008-01-01
[2006, 2009]	гоморра	Q1165770	Гоморра	P1411	номинирован на	Золотая пальмовая ветвь	0	0	0	0	2008-01-01
[2006, 2009]	гоморра	Q1165770	Гоморра	P166	полученные награды	Гран-при Каннского кинофестиваля	0	0	0	0	2008-01-01
[2006, 2009]	гоморра	Q1165770	Гоморра	P1411	номинирован на	премия «Золотой глобус» за лучший фильм на иностранном языке	0	0	0	0	2008-01-01
[2006, 2009]	гоморра	Q1165770	Гоморра	P1411	номинирован на	премия Европейской киноакадемии за лучший фильм	0	0	0	0	2008-01-01
[2006, 2009]	гоморра	Q1165770	Гоморра	P1411	номинирован на	Премия «Спутник» за лучший фильм на иностранном языке	0	0	0	0	2008-01-01
[1993, 1995]	гомс	Q13395231	Электро	P619	дата запуска космического корабля	0	0	1994-10-31	0	0	0
[1993, 1995]	гомс	Q13395231	Электро	P793	ключевое событие	запуск ракеты	0	0	0	0	1994-10-31
1961	гомсельмаша	Q726285	Гомель	P571	дата основания/создания/возникновения	0	0	1959-01-01	0	0	0
[1999, 2003]	гонартроз	Q62736	Остеоартроз	P2176	лекарство, используемое для лечения	nabumetone	0	0	2000-05-25	0	0
[1991, 1993]	гонартроз	Q62736	Остеоартроз	P2176	лекарство, используемое для лечения	Кетопрофен	0	0	1992-12-21	0	0
[1981, 1983]	гонартроз	Q62736	Остеоартроз	P2176	лекарство, используемое для лечения	Пироксикам	0	0	1982-04-05	0	0
[1987, 1989]	гонартроз	Q62736	Остеоартроз	P2176	лекарство, используемое для лечения	сулиндак	0	0	1988-02-29	0	0
[1987, 1989]	гонартроз	Q62736	Остеоартроз	P2176	лекарство, используемое для лечения	Флурбипрофен	0	0	1988-10-31	0	0
1947	гондатти	Q4143057	Гондатти, Николай Львович	P570	дата смерти	0	0	1946-04-05	0	0	0
1993	гондон	Q5566331	Борроу Муду	P569	дата рождения	0	0	1992-10-13	0	0	0
[1957, 1962]	гондурас	Q783	Гондурас	P463	участник организации или клуба	Международная ассоциация развития	0	0	1960-12-23	0	0
[1957, 1962]	гондурас	Q783	Гондурас	P530	дипломатические отношения	Германия	0	0	1960-01-20	0	0
1937	гонзалес	Q26614	Гонзалес	P571	дата основания/создания/возникновения	0	0	1837-01-01	0	0	0
[1946, 1948]	гонзалес	Q862689	Гонзалес	P571	дата основания/создания/возникновения	0	0	1947-01-14	0	0	0
[2002, 2009]	гонка	Q2615521	Гонка	P577	дата публикации	0	0	2008-01-01	0	0	0
[1996, 2000]	гонка	Q5307893	Гонка	P577	дата публикации	0	0	1998-11-15	0	0	0
[1996, 2000]	гонка	Q4143086	Гонка	P577	дата публикации	0	0	1998-01-01	0	0	0
[2002, 2009]	гонка	Q2984085	Гонка	P582	дата окончания	0	0	2007-04-23	0	0	0
[2002, 2009]	гонка	Q2984085	Гонка	P580	дата начала	0	0	2007-04-13	0	0	0
1997	гонконг	Q8646	Гонконг	P463	участник организации или клуба	Всемирная торговая организация	0	0	1995-01-01	0	0
1997	гонконг	Q8646	Гонконг	P571	дата основания/создания/возникновения	0	0	1997-07-01	0	0	0
1997	гонконг	Q8646	Гонконг	P463	участник организации или клуба	Банк международных расчётов	0	0	1996-01-01	0	0
[1999, 2000]	гонконг	Q8646	Гонконг	P463	участник организации или клуба	ICANN	0	0	1999-01-01	0	0
[1988, 1994]	гонконг	Q8646	Гонконг	P463	участник организации или клуба	Азиатско-Тихоокеанское экономическое сотрудничество	0	0	1991-11-12	0	0
1997	гонконг	Q8646	Гонконг	P131	административно-территориальная единица	Китайская Народная Республика	0	0	1997-07-01	0	0
1997	гонконг	Q8646	Гонконг	P1313	должность главы правительства	глава администрации Гонконга	0	0	1997-07-01	0	0
1997	гонконг	Q8646	Гонконг	P6	глава правительства	Дун Цзяньхуа	0	0	1997-07-01	2005-03-12	0
1997	гонконг	Q8646	Гонконг	P463	участник организации или клуба	Группа «Эгмонт»	0	0	1996-01-01	0	0
1997	гонконг	Q19483	Гонконг	P17	государство	Китайская Народная Республика	0	0	1997-07-01	0	0
[1950, 1954]	гонконг	Q992697	Гонконг	P1619	дата официального открытия	0	0	1953-01-01	0	0	0
[1966, 1972]	гонконг	Q8646	Гонконг	P463	участник организации или клуба	Азиатский банк развития	0	0	1969-01-01	0	0
[1988, 1994]	гонконг	Q8646	Гонконг	P463	участник организации или клуба	Группа разработки финансовых мер борьбы с отмыванием денег	0	0	1991-01-01	0	0
1997	гонконг	Q19483	Гонконг	P17	государство	Британский Гонконг	0	0	1842-01-01	1997-06-30	0
1937	гонкур	Q1536969	Гонкур	P571	дата основания/создания/возникновения	0	0	1935-01-01	0	0	0
1937	гонкур	Q1536969	Гонкур	P1619	дата официального открытия	0	0	1935-04-28	0	0	0
[1950, 1956]	гоноболиный	Q4143102	Гоноболин, Александр Чарльзович	P569	дата рождения	0	0	1953-11-27	0	0	0
1927	гонолулу	Q531178	Гонолулу	P1619	дата официального открытия	0	0	1927-01-01	0	0	0
1927	гонолулу	Q531178	Гонолулу	P138	названо в честь	Джон Роджерс	0	0	1927-03-01	1947-01-01	0
[1987, 1995]	гонорея	Q101896	Гонорея	P2176	лекарство, используемое для лечения	enoxacin	0	0	1991-12-31	0	0
[1987, 1995]	гонорея	Q101896	Гонорея	P2176	лекарство, используемое для лечения	Cefixime anhydrous	0	0	1989-04-28	0	0
[2001, 2002]	гонсалвеш	Q57800	Ральф Гонсалвеш	P39	занимаемая должность	премьер-министр Сент-Винсента и Гренадин	0	0	2001-03-28	0	0
1949	гонсалес	Q862689	Гонзалес	P571	дата основания/создания/возникновения	0	0	1947-01-14	0	0	0
1939	гонта	Q32360790	ГОНТИ	P576	дата прекращения существования	0	0	1939-01-01	0	0	0
1938	гонта	Q32360790	ГОНТИ	P571	дата основания/создания/возникновения	0	0	1938-01-01	0	0	0
1939	гонти	Q4483635	Физматлит	P571	дата основания/создания/возникновения	0	0	1939-01-01	0	0	0
2003	гонтмахер	Q4143160	Гонтмахер, Евгений Шлёмович	P569	дата рождения	0	0	1953-07-06	0	0	0
[1929, 1930]	гончарка	Q4143197	Гончарка	P571	дата основания/создания/возникновения	0	0	1929-01-01	0	0	0
[2003, 2006]	гончаровка	Q19677117	Гончаровка	P131	административно-территориальная единица	Гончаровский сельсовет	0	0	2004-10-21	0	0
[2003, 2006]	гончаровка	Q21668861	Гончаровка	P131	административно-территориальная единица	Валуецкое сельское поселение	0	0	2005-01-01	0	0
[2003, 2006]	гончаровка	Q19677117	Гончаровка	P131	административно-территориальная единица	Суджанский район	0	0	1928-07-30	2004-10-20	0
[2006, 2009]	гончая	Q21638120	Гончие	P577	дата публикации	0	0	2006-01-01	0	0	0
[1924, 1929]	гонщик	Q1246225	Гонщик	P577	дата публикации	0	0	1928-01-01	0	0	0
[1969, 1973]	гонщик	Q4143312	Гонщики	P577	дата публикации	0	0	1972-01-01	0	0	0
[1963, 1970]	гопнер	Q4143353	Гопнер, Серафима Ильинична	P570	дата смерти	0	0	1966-03-25	0	0	0
[2003, 2005]	гора	Q4143407	Гора	P131	административно-территориальная единица	Муниципальное образование «Вожбальское»	0	0	2004-12-06	0	0
1929	гора	Q4143385	Гора	P131	административно-территориальная единица	Бежаницкий район	0	0	1927-08-01	2005-02-27	0
[2003, 2005]	гора	Q4146071	Горы	P131	административно-территориальная единица	Кикинское сельское поселение	0	0	2004-12-01	0	0
1929	горазд	Q655534	Горазд	P569	дата рождения	0	0	1879-05-26	0	0	0
1950	гораковый	Q274152	Горакова, Милада	P570	дата смерти	0	0	1950-06-27	0	0	0
[2004, 2005]	горб	Q4143758	Горбы	P131	административно-территориальная единица	Ефремовское сельское поселение	0	0	2004-12-02	0	0
[2006, 2007]	горбаль	Q4143485	Горбаль, Василий Михайлович	P39	занимаемая должность	народный депутат Украины	0	0	2002-05-14	2006-05-25	0
[2006, 2007]	горбаль	Q4143485	Горбаль, Василий Михайлович	P39	занимаемая должность	народный депутат Украины	0	0	2006-05-25	2007-11-23	0
1980	горбатко	Q348205	Виктор Васильевич Горбатко	P166	полученные награды	орден Ленина	0	0	0	0	1980-01-01
1978	горбатко	Q348205	Виктор Васильевич Горбатко	P166	полученные награды	медаль «За освоение целинных земель»	0	0	0	0	1977-01-01
1970	горбатко	Q348205	Виктор Васильевич Горбатко	P166	полученные награды	медаль «Золотая Звезда»	0	0	0	0	1969-10-22
1970	горбатко	Q348205	Виктор Васильевич Горбатко	P166	полученные награды	Герой Советского Союза	0	0	0	0	1969-10-22
1970	горбатко	Q348205	Виктор Васильевич Горбатко	P166	полученные награды	медаль «За освоение целинных земель»	0	0	0	0	1969-01-01
1971	горбатко	Q348205	Виктор Васильевич Горбатко	P166	полученные награды	орден Сухэ-Батора	0	0	0	0	1971-07-01
1978	горбатко	Q348205	Виктор Васильевич Горбатко	P166	полученные награды	Герой Советского Союза	0	0	0	0	1977-03-05
1971	горбатко	Q348205	Виктор Васильевич Горбатко	P166	полученные награды	Герой Монгольской Народной Республики	0	0	0	0	1971-07-01
1970	горбатко	Q348205	Виктор Васильевич Горбатко	P166	полученные награды	Лётчик-космонавт СССР	0	0	0	0	1969-01-01
1978	горбатко	Q348205	Виктор Васильевич Горбатко	P166	полученные награды	медаль «За отличие в охране государственной границы СССР»	0	0	0	0	1977-01-01
1980	горбатко	Q348205	Виктор Васильевич Горбатко	P166	полученные награды	орден Хо Ши Мина	0	0	0	0	1980-01-01
1980	горбатко	Q348205	Виктор Васильевич Горбатко	P166	полученные награды	Герой Труда	0	0	0	0	1980-01-01
1970	горбатко	Q348205	Виктор Васильевич Горбатко	P166	полученные награды	юбилейная медаль «50 лет советской милиции»	0	0	0	0	1969-01-01
1978	горбатко	Q348205	Виктор Васильевич Горбатко	P166	полученные награды	медаль «Золотая Звезда»	0	0	0	0	1977-03-05
1970	горбатко	Q348205	Виктор Васильевич Горбатко	P166	полученные награды	орден Ленина	0	0	0	0	1969-10-22
1978	горбатко	Q348205	Виктор Васильевич Горбатко	P166	полученные награды	орден Ленина	0	0	0	0	1977-03-05
1926	горбатовский	Q4143526	Горбатовский, Владимир Николаевич	P570	дата смерти	0	0	1924-07-30	0	0	0
[2007, 2009]	горбачев	Q30487	Михаил Сергеевич Горбачёв	P166	полученные награды	Премия Free Your Mind	0	0	0	0	2008-01-01
1986	горбачев	Q30487	Михаил Сергеевич Горбачёв	P39	занимаемая должность	генеральный секретарь ЦК КПСС	0	0	1985-03-11	1991-08-24	0
1989	горбачев	Q30487	Михаил Сергеевич Горбачёв	P166	полученные награды	премия принцессы Астурийской за международное сотрудничество	0	0	0	0	1989-01-01
[1981, 1991]	горбачев	Q30487	Михаил Сергеевич Горбачёв	P166	полученные награды	почётный доктор Мадридского университета Комплутенсе	0	0	0	0	1990-01-01
[1981, 1991]	горбачев	Q30487	Михаил Сергеевич Горбачёв	P166	полученные награды	Нобелевская премия мира	0	0	0	0	1990-01-01
1987	горбачев	Q30487	Михаил Сергеевич Горбачёв	P166	полученные награды	премия Индиры Ганди	0	0	0	0	1987-01-01
1989	горбачев	Q30487	Михаил Сергеевич Горбачёв	P39	занимаемая должность	председатель Верховного Совета СССР	0	0	1989-05-25	1990-03-15	0
[1981, 1991]	горбачев	Q30487	Михаил Сергеевич Горбачёв	P39	занимаемая должность	президент СССР	0	0	1990-03-15	1991-12-25	0
1988	горбачев	Q30487	Михаил Сергеевич Горбачёв	P39	занимаемая должность	председатель Президиума Верховного Совета СССР	0	0	1988-10-01	1989-05-25	0
1989	горбачев	Q30487	Михаил Сергеевич Горбачёв	P166	полученные награды	Медаль мира имени Отто Гана	0	0	0	0	1989-01-01
[1987, 1996]	горбить	Q30487	Михаил Сергеевич Горбачёв	P166	полученные награды	премия принцессы Астурийской за международное сотрудничество	0	0	0	0	1989-01-01
1992	горбить	Q30487	Михаил Сергеевич Горбачёв	P39	занимаемая должность	председатель Верховного Совета СССР	0	0	1989-05-25	1990-03-15	0
[1980, 1981]	горбить	Q4143623	Горби, Сара	P570	дата смерти	0	0	1980-01-01	0	0	0
[1987, 1996]	горбить	Q30487	Михаил Сергеевич Горбачёв	P166	полученные награды	Медаль мира имени Отто Гана	0	0	0	0	1989-01-01
1992	горбить	Q30487	Михаил Сергеевич Горбачёв	P39	занимаемая должность	генеральный секретарь ЦК КПСС	0	0	1985-03-11	1991-08-24	0
[1987, 1996]	горбить	Q30487	Михаил Сергеевич Горбачёв	P166	полученные награды	премия Индиры Ганди	0	0	0	0	1987-01-01
[2007, 2009]	горбить	Q30487	Михаил Сергеевич Горбачёв	P166	полученные награды	Премия Free Your Mind	0	0	0	0	2008-01-01
[1987, 1996]	горбить	Q30487	Михаил Сергеевич Горбачёв	P39	занимаемая должность	председатель Президиума Верховного Совета СССР	0	0	1988-10-01	1989-05-25	0
1992	горбить	Q30487	Михаил Сергеевич Горбачёв	P166	полученные награды	почётный доктор Мадридского университета Комплутенсе	0	0	0	0	1990-01-01
1992	горбить	Q30487	Михаил Сергеевич Горбачёв	P166	полученные награды	премия Харви	0	0	0	0	1992-01-01
[1987, 1996]	горбить	Q30487	Михаил Сергеевич Горбачёв	P166	полученные награды	премия имени Гравемайера	0	0	0	0	1994-01-01
1992	горбить	Q30487	Михаил Сергеевич Горбачёв	P39	занимаемая должность	президент СССР	0	0	1990-03-15	1991-12-25	0
1992	горбить	Q30487	Михаил Сергеевич Горбачёв	P166	полученные награды	Нобелевская премия мира	0	0	0	0	1990-01-01
1959	горбман	Q4143627	Ворошилова, Екатерина Давидовна	P570	дата смерти	0	0	1959-04-01	0	0	0
2005	горбовый	Q4143647	Горбово	P131	административно-территориальная единица	Октябрьское сельское поселение	0	0	2004-12-02	0	0
2005	горбовый	Q19972459	Горбово	P131	административно-территориальная единица	Алфёровское сельское поселение	0	0	2005-01-01	0	0
2005	горбовый	Q20673179	Горбово	P131	административно-территориальная единица	Заячье-Холмское сельское поселение	0	0	2004-12-21	0	0
[1993, 1998]	горбулин	Q4143672	Владимир Павлович Горбулин	P166	полученные награды	Заслуженный машиностроитель Украины	0	0	0	0	1994-01-01
[1993, 1998]	горбулин	Q4143672	Владимир Павлович Горбулин	P166	полученные награды	орден князя Ярослава Мудрого V степени	0	0	0	0	1997-01-01
[2004, 2005]	горбулин	Q4143672	Владимир Павлович Горбулин	P166	полученные награды	орден князя Ярослава Мудрого IV степени	0	0	0	0	2004-01-01
[1985, 1988]	горбушин	Q4143759	Горбушин, Дмитрий Андреевич	P569	дата рождения	0	0	1986-05-31	0	0	0
[1972, 1975]	горгадзе	Q4143769	Горгадзе, Шалва Александрович	P570	дата смерти	0	0	1974-01-01	0	0	0
[1963, 1966]	горгона	Q1218001	Горгона	P577	дата публикации	0	0	1964-01-01	0	0	0
[1931, 1935]	горгулов	Q1337810	Павел Тимофеевич Горгулов	P570	дата смерти	0	0	1932-09-14	0	0	0
[1945, 1946]	горд	Q2655424	Гордов, Василий Николаевич	P166	полученные награды	Герой Советского Союза	0	0	0	0	1945-04-06
[1945, 1946]	горд	Q2655424	Гордов, Василий Николаевич	P166	полученные награды	орден Ленина	0	0	0	0	1945-02-21
[1933, 1940]	горд	Q2655424	Гордов, Василий Николаевич	P166	полученные награды	юбилейная медаль «XX лет Рабоче-Крестьянской Красной Армии»	0	0	0	0	1938-01-01
1992	горд	Q2655424	Гордов, Василий Николаевич	P166	полученные награды	орден Красного Знамени	0	0	0	0	1942-01-01
[1945, 1946]	горд	Q2655424	Гордов, Василий Николаевич	P166	полученные награды	орден Ленина	0	0	0	0	1945-04-06
[1945, 1946]	горд	Q2655424	Гордов, Василий Николаевич	P166	полученные награды	орден Суворова I степени	0	0	0	0	1945-01-01
[1995, 1997]	гордер	Q185548	Гордер, Юстейн	P166	полученные награды	литературная премия Пер Гюнта	0	0	0	0	1996-01-01
1988	гордимер	Q47619	Гордимер, Надин	P166	полученные награды	книжная премия Анисфилд-Вулф	0	0	0	0	1988-01-01
[1970, 1973]	гордимер	Q47619	Гордимер, Надин	P166	полученные награды	литературная премия имени Джеймса Тайта Блэка	0	0	0	0	1971-01-01
[1980, 1982]	гордимер	Q47619	Гордимер, Надин	P166	полученные награды	Central News Agency Literary Award	0	0	0	0	1981-01-01
[2006, 2008]	гордон	Q2422495	Гордон	P582	дата окончания	0	0	2006-09-24	0	0	0
[2006, 2008]	гордон	Q2422495	Гордон	P580	дата начала	0	0	2006-09-10	0	0	0
1933	гордубал	Q3508698	Гордубал	P571	дата основания/создания/возникновения	0	0	1932-01-01	0	0	0
1933	гордубал	Q3508698	Гордубал	P577	дата публикации	0	0	1933-01-01	0	0	0
1946	горегляд	Q4143967	Гореглядов, Владимир Степанович	P570	дата смерти	0	0	1945-02-03	0	0	0
[2004, 2005]	горелый	Q4143969	Горелая	P131	административно-территориальная единица	Муниципальное образование «Медведевское»	0	0	2004-12-06	0	0
[2004, 2005]	горенский	Q27578922	Горенское	P131	административно-территориальная единица	Городской округ город Калуга	0	0	2004-12-28	0	0
[2000, 2004]	горец	Q28665766	Горец	P577	дата публикации	0	0	2000-01-01	0	0	0
[1993, 1997]	горец	Q1617959	Горец	P577	дата публикации	0	0	1994-01-01	0	0	0
[1993, 1997]	горец	Q1520493	Горец	P1411	номинирован на	Gemini Award for Best Dramatic Series	0	0	0	0	1996-01-01
[1967, 1969]	горец	Q2504226	Горцы	P1191	первое исполнение	0	0	1967-01-07	0	0	0
[1993, 1997]	горец	Q1617959	Горец	P582	дата окончания	0	0	1996-01-05	0	0	0
[1933, 1934]	горец	Q31506	Горец	P577	дата публикации	0	0	1933-11-01	0	0	0
[1993, 1997]	горец	Q1617959	Горец	P580	дата начала	0	0	1994-09-18	0	0	0
[1925, 1934]	горизонт	Q4144145	Горизонт	P577	дата публикации	0	0	1932-11-10	0	0	0
[1972, 1975]	горизонт	Q1112475	Горизонт	P166	полученные награды	British Academy Television Award for Best Factual Series or Strand	0	0	0	0	1973-01-01
[1972, 1975]	горизонт	Q1112475	Горизонт	P1411	номинирован на	British Academy Television Award for Best Factual Series or Strand	0	0	0	0	1974-01-01
[1972, 1975]	горизонт	Q1112475	Горизонт	P1411	номинирован на	British Academy Television Award for Best Factual Series or Strand	0	0	0	0	1973-01-01
[1930, 1935]	горис	Q319735	Горис	P131	административно-территориальная единица	Горисский район	0	0	1930-01-01	1995-11-07	0
[1940, 1941]	гориславич	Q4144188	Гориславичи	P571	дата основания/создания/возникновения	0	0	1940-01-01	0	0	0
[2003, 2005]	горка	Q4144375	Горки	P131	административно-территориальная единица	Дугинское сельское поселение	0	0	2004-12-02	0	0
[1963, 1965]	горка	Q19891005	Горка	P131	административно-территориальная единица	Чистопольский район	0	0	1963-02-01	1964-03-04	0
[1963, 1965]	горка	Q19891005	Горка	P131	административно-территориальная единица	Алексеевский район	0	0	1964-03-04	2005-01-31	0
[2003, 2005]	горка	Q4144376	Горки	P131	административно-территориальная единица	Долматовское сельское поселение	0	0	2004-12-02	0	0
[1963, 1965]	горка	Q19891005	Горка	P131	административно-территориальная единица	Билярский район	0	0	1930-08-10	1963-02-01	0
[2003, 2005]	горка	Q4144292	Горка	P131	административно-территориальная единица	Муниципальное образование «Мосеевское»	0	0	2004-12-06	0	0
1926	горка	Q954812	Горки	P131	административно-территориальная единица	Горецкий район	0	0	1924-07-17	0	0
1926	горка	Q954812	Горки	P131	административно-территориальная единица	Горецкий уезд	0	0	1861-12-26	1924-07-17	0
[2003, 2005]	горка	Q4144379	Горки	P131	административно-территориальная единица	Подрощинское сельское поселение	0	0	2004-12-02	0	0
1942	горка	Q6483692	Горка	P131	административно-территориальная единица	Роготновский сельсовет	0	0	1940-01-01	0	0
[2003, 2005]	горка	Q4144379	Горки	P131	административно-территориальная единица	Ярцевский район	0	0	1929-10-01	2004-12-01	0
